id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7054468,lovely light-filled room,29702921,navarra,manhattan,east village,40.72206,-73.97982,private room,80,1,0,0,0.0,1,0
7054585,"spacious loft in nyc, close to all",24830540,david,brooklyn,williamsburg,40.71188,-73.95088,private room,85,1,1,2015-10-07,0.02,1,0
7059663,walk 2momacentral park 1bedroomliving roomqtrain,29204097,jason,manhattan,upper east side,40.77516,-73.95224,entire home/apt,160,1,18,2019-06-23,0.95,1,180
7061944,"charming, bright and airy studio",2180889,lisa,brooklyn,brooklyn heights,40.69454,-73.99499,entire home/apt,125,1,0,0,0.0,1,24
7062446,midtown manhattan hideout,16639377,brad,manhattan,midtown,40.74631,-73.98551,private room,150,1,0,0,0.0,1,0
7062987,full cozy 1 bedroom apt in the ues,4193378,laureen,manhattan,upper east side,40.77269,-73.95055,entire home/apt,140,7,8,2018-01-04,0.18,1,0
7063407,duplex w/backyard in fort greene,12605496,brooks,brooklyn,fort greene,40.68859,-73.972,entire home/apt,205,2,0,0,0.0,1,0
7064148,sunny room w/ private bath&balcony!,11068937,kara,brooklyn,greenpoint,40.73136,-73.95276,private room,140,2,21,2016-05-30,0.43,2,0
7064199,one-month sublet - bright big room,37040263,hector and miriam,brooklyn,bushwick,40.69682,-73.91458,private room,80,1,1,2015-07-14,0.02,1,0
7065307,central soho apartment,4242708,jen,manhattan,soho,40.726,-74.00204,entire home/apt,150,4,12,2019-01-01,0.31,1,0
7065653,modern one bedroom in kips bay (4),1306850,kalpana,manhattan,kips bay,40.7402,-73.97935,entire home/apt,195,2,7,2016-11-19,0.15,1,0
7065748,1 room in spacious east village apt,37047337,will,manhattan,east village,40.72332,-73.97985,private room,57,1,0,0,0.0,1,0
7066122,1 bedroom penthouse w amazing views,7951613,andrew,queens,long island city,40.7419,-73.95738,entire home/apt,125,2,7,2016-07-03,0.14,1,0
7067406,lovely apt. heart of  w. village,10174191,chris,manhattan,west village,40.73055,-74.00435,entire home/apt,275,3,58,2019-06-14,1.2,1,59
7069743,private bedroom in shared apartment,17475096,rosemary,brooklyn,flatbush,40.65192,-73.96023,private room,75,1,0,0,0.0,2,0
7070287,bushwick artist's bedroom,16602154,travis,brooklyn,bushwick,40.69811,-73.93051,private room,60,3,1,2015-07-24,0.02,1,0
7071657,1 br upper east side,4909308,francesco,manhattan,upper east side,40.77344,-73.95035,entire home/apt,243,1,26,2019-06-22,1.1,1,149
7071672,top floor apartment weside harlem,37077066,drew,manhattan,harlem,40.81863,-73.95748,private room,90,1,0,0,0.0,1,0
7071677,"cozy room in bushwick, dekalb l train, backyard!",37076121,christopher,brooklyn,bushwick,40.69899,-73.92286,private room,50,2,2,2017-08-31,0.06,1,0
7072245,room in heart of east village!,6474887,dean,manhattan,east village,40.72397,-73.97855,private room,115,1,0,0,0.0,1,0
7072541,"1bdr artist apt. (l,m,j,z trains)",35819315,hui & jon,brooklyn,bushwick,40.6942,-73.92024,entire home/apt,150,4,11,2017-05-22,0.23,2,8
7073418,mod glamor in bed-stuy garden flat,4582256,consuelo,brooklyn,bedford-stuyvesant,40.68297,-73.93804,entire home/apt,250,2,3,2015-10-20,0.06,1,0
7074232,studio with outdoor space,4133458,rob,brooklyn,bedford-stuyvesant,40.68358,-73.95282,entire home/apt,120,2,0,0,0.0,1,0
7074488,"bilevel penthouse: park, city views",43772,david,brooklyn,greenpoint,40.72074,-73.94741,entire home/apt,272,3,3,2015-08-31,0.06,1,0
7074504,lovely private room with half bath,37091023,olivia,brooklyn,park slope,40.67102,-73.9808,private room,100,1,1,2015-07-19,0.02,1,0
7074961,"spacious bright 2-bed duplex in bed-stuy, brooklyn",37095710,mary,brooklyn,clinton hill,40.68664,-73.95981,entire home/apt,170,7,3,2016-09-09,0.08,1,0
7075103,1br greenwich village apt. nyc,37096607,neil,manhattan,greenwich village,40.72968,-74.00114,entire home/apt,175,2,5,2015-12-30,0.11,1,0
7075449,bushwick beauty,11453695,sasha,brooklyn,bushwick,40.70317,-73.92724,private room,85,6,1,2015-07-06,0.02,1,0
7082866,comfy alcove studio,6766728,javier,manhattan,east village,40.72639,-73.98756,entire home/apt,150,4,1,2016-01-02,0.02,1,0
7084130,large sunny private room,22095455,danni,manhattan,civic center,40.71674,-74.00334,private room,100,5,1,2015-08-03,0.02,1,0
7086331,"quiet city stay, steps to subway, 15 to times sq.",3923244,bryan,queens,astoria,40.76623,-73.91902,entire home/apt,80,5,17,2019-04-07,0.35,1,12
7087255,charming windsor terrace home,3974249,amanda,brooklyn,windsor terrace,40.65459,-73.97475,entire home/apt,267,2,14,2018-12-29,0.42,1,1
7087528,private cozy bedroom,5476918,joann,bronx,kingsbridge,40.87183,-73.90371,private room,75,1,0,0,0.0,1,0
7087549,riverside park one bedroom w/ king,10566585,evyan,manhattan,upper west side,40.7777,-73.9896,entire home/apt,200,1,0,0,0.0,1,0
7087752,lovely room in wonderful apartment,12602098,benjamin,brooklyn,bedford-stuyvesant,40.68115,-73.95074,private room,55,1,2,2015-07-15,0.04,1,0
7089639,"cozy room, heart of east village",19834927,ryan,manhattan,east village,40.72382,-73.98171,private room,80,1,3,2016-01-02,0.06,1,0
7091014,cute and cozy in south slope/gowanus brooklyn,24825760,jacky,brooklyn,gowanus,40.66664,-73.99348,private room,80,2,18,2017-10-08,0.52,1,189
7091390,apartment on riverside,14329995,nikolas,manhattan,harlem,40.82632,-73.95168,entire home/apt,125,4,2,2018-06-25,0.04,1,0
7091660,1br in large apt on lower east side,37170055,sara,manhattan,lower east side,40.72348,-73.99095,private room,250,1,0,0,0.0,1,1
7093122,perfect downtown location in nolita,36562419,dan,manhattan,nolita,40.72123,-73.99513,private room,90,1,1,2015-07-17,0.02,1,0
7094110,cozy apartment near central park!,25109461,alex,manhattan,east harlem,40.79326,-73.93988,entire home/apt,102,1,0,0,0.0,1,11
7094262,53rd & 3rd midtown manhattan,22625462,gwendolyn,manhattan,midtown,40.75788,-73.9689,entire home/apt,149,2,14,2016-05-01,0.3,1,0
7094462,adorable one bedroom in greenpoint,10896584,julianna,brooklyn,greenpoint,40.7324,-73.95828,entire home/apt,120,2,6,2015-10-04,0.13,1,0
7094619,luxury apt in prime location,37186427,olta,manhattan,kips bay,40.7449,-73.97959,private room,120,1,1,2015-07-24,0.02,1,0
7094976,1 private bedroom in cool bk hood!!,1714147,nastasha,brooklyn,crown heights,40.67101,-73.9525,private room,44,4,0,0,0.0,1,0
7095125,"discount! mins to soho -queen bed, spacious",36656552,kandee,manhattan,lower east side,40.71892,-73.99241,private room,150,1,51,2018-09-06,1.05,3,0
7095534,private br in abc,37191710,kevin,manhattan,east village,40.72474,-73.98273,private room,110,1,1,2015-07-23,0.02,1,0
7095708,nyc brooklyn rooftop full apartment,37191929,john,brooklyn,crown heights,40.67921,-73.9603,entire home/apt,125,2,31,2018-03-04,0.67,1,0
7101296,cute apartment in upper west side,37011739,stacey,manhattan,upper west side,40.79435,-73.9745,entire home/apt,145,5,7,2018-08-01,0.16,1,0
7101822,bright & airy 2br penthouse apt,3627066,andrea,brooklyn,south slope,40.66657,-73.98725,entire home/apt,190,7,2,2015-10-17,0.04,1,0
7105709,great place in chelsea/west village,3664074,kudjo,manhattan,west village,40.73894,-74.00067,entire home/apt,250,2,5,2016-08-22,0.1,1,0
7105865,large room in upper manhattan,24797068,amber,manhattan,washington heights,40.83663,-73.94502,private room,45,9,1,2016-08-19,0.03,1,0
7108992,huge upper west side apartment - 3 rooms,3801047,anna,manhattan,upper west side,40.7982,-73.96931,entire home/apt,187,3,1,2015-09-05,0.02,1,0
7110657,1br perfect williamsburg location,37248762,roger,brooklyn,williamsburg,40.71643,-73.95431,private room,90,3,0,0,0.0,1,0
7111775,charming park slope studio,37252712,shira,brooklyn,park slope,40.66817,-73.98406,entire home/apt,100,3,5,2018-02-24,0.17,1,0
7113258,private sunny room in bushwick,11725595,basil,brooklyn,bushwick,40.70415,-73.92551,private room,100,1,0,0,0.0,1,0
7114665,large room,34866720,louis,queens,ridgewood,40.70866,-73.90578,private room,69,1,0,0,0.0,1,0
7116034,beautiful room. private bathroom.,16296388,mario,brooklyn,bushwick,40.68412,-73.91045,private room,43,1,4,2017-06-06,0.13,1,0
7116273,sunny private room close to all,37166807,jake,brooklyn,sunset park,40.65702,-73.99874,private room,65,7,37,2016-09-08,0.78,1,0
7116654,big room overlooking prospect park!,7078254,leila,brooklyn,prospect-lefferts gardens,40.65683,-73.9609,private room,45,1,2,2015-09-07,0.04,1,0
7122067,finally! a room with amazing vibes!,37275619,david,manhattan,washington heights,40.85471,-73.93021,private room,90,1,0,0,0.0,1,0
7124028,soho loft,1788377,janis,manhattan,soho,40.72621,-74.00186,entire home/apt,200,1,0,0,0.0,1,0
7124926,sunny 2br in heart of fort greene,2055744,hila,brooklyn,fort greene,40.68842,-73.97254,entire home/apt,149,4,1,2015-12-31,0.02,1,0
7125323,beautiful uws apartment in doorman building,5549408,aryeh,manhattan,upper west side,40.79033,-73.9729,entire home/apt,140,2,4,2016-10-26,0.09,1,0
7126110,sunny east village bedroom,37325763,noah,manhattan,east village,40.72393,-73.98271,private room,100,1,0,0,0.0,1,0
7126996,williamsburg 2 br apt w view of nyc,37191276,deniz,brooklyn,williamsburg,40.71255,-73.95121,private room,125,2,0,0,0.0,1,0
7127458,great 1 bdr in a 1 bedroom apartment. great deal!,37332180,thibault,queens,astoria,40.76264,-73.91156,entire home/apt,70,4,10,2017-10-10,0.21,1,0
7127600,"spacious room in crown heights, bk",950041,caitlin,brooklyn,crown heights,40.66851,-73.95936,private room,70,3,5,2016-02-29,0.11,1,21
7127684,private bedroom in bushwick bk,37331914,timothy,brooklyn,bushwick,40.69683,-73.92372,private room,50,2,0,0,0.0,1,0
7128293,room with a view – minimalist respite in bed-stuy,1574618,alyson,brooklyn,bedford-stuyvesant,40.6937,-73.94501,private room,95,4,47,2019-05-28,1.01,1,3
7129972,"beautiful, modern soho/tribeca apt",3704762,akash,manhattan,civic center,40.71649,-74.00267,entire home/apt,169,4,8,2016-05-15,0.17,1,0
7131007,cozy home in brooklyn brownstone,2830197,roberta & rob,brooklyn,bedford-stuyvesant,40.6852,-73.95636,entire home/apt,110,3,14,2017-10-15,0.29,1,0
7132520,"cozy room in clinton hill, bk",37357605,camille,brooklyn,clinton hill,40.69139,-73.961,private room,40,5,0,0,0.0,1,0
7133306,"bright room in creative brooklyn neighborhood, jmz",37362312,francesco,brooklyn,bedford-stuyvesant,40.69464,-73.93369,private room,65,2,0,0,0.0,2,19
7133488,private room in astoria broadway st,37188098,ashraful,queens,astoria,40.75878,-73.92615,private room,85,2,32,2016-07-02,0.67,2,177
7134550,les bowery full 1 bdrm apartment,36715249,abdur,manhattan,chinatown,40.71706,-73.99285,entire home/apt,110,3,0,0,0.0,1,0
7140625,cosy apartment west harlem close to central park,37396328,cécile,manhattan,harlem,40.80712,-73.95323,private room,51,7,0,0,0.0,1,4
7141549,"sunny, beautiful and spacious room in midtown",16396714,andrea,manhattan,kips bay,40.74281,-73.97981,private room,120,7,11,2019-04-27,0.32,3,2
7144379,sunny bedroom in the heart of les,34582356,christina,manhattan,lower east side,40.71754,-73.99025,private room,75,1,1,2015-07-09,0.02,1,0
7149408,cozy private room in manhattan,37440707,jacqui,manhattan,upper west side,40.79355,-73.97122,private room,95,1,0,0,0.0,1,0
7149710,full bed/air-conditioned/secluded,37442404,eric,manhattan,washington heights,40.83255,-73.94411,private room,38,1,0,0,0.0,1,0
7151565,"bottom half of duplex, williamsburg",37453881,hadrien,brooklyn,williamsburg,40.71827,-73.94258,private room,95,1,6,2018-10-20,0.17,1,0
7155442,huge room in prime williamsburg,1279181,matthew,brooklyn,williamsburg,40.7155,-73.95603,private room,150,1,0,0,0.0,1,0
7158417,dov & naomi's beautiful apt.,15878233,dov,brooklyn,kensington,40.64456,-73.97723,entire home/apt,115,4,3,2018-07-31,0.09,1,0
7159258,forrest and bogart,292421,steven,brooklyn,bushwick,40.70272,-73.93151,private room,100,1,14,2018-09-13,0.37,1,0
7160545,sunny east village nest,334348,juju,manhattan,east village,40.72299,-73.97756,entire home/apt,148,3,9,2019-01-25,0.19,1,8
7161189,modern and spacious in bed stuy,37503617,sonia,brooklyn,bedford-stuyvesant,40.69325,-73.94819,entire home/apt,150,7,3,2015-10-05,0.06,1,0
7172107,upper west side family escape,37565381,rebecka,manhattan,upper west side,40.79527,-73.96695,entire home/apt,165,5,5,2016-04-14,0.1,1,0
7173864,"beautiful, spacious 1 bedroom in bk",20914965,karen,brooklyn,kensington,40.64621,-73.98163,entire home/apt,95,1,4,2015-07-19,0.08,1,0
7174067,quiet 1 bedroom near fort greene park,25912623,allison,brooklyn,fort greene,40.68726,-73.97616,entire home/apt,129,1,9,2019-06-15,0.41,1,157
7175595,private room in gorgeous apartment,37588475,alex,brooklyn,bedford-stuyvesant,40.68582,-73.92963,private room,66,1,0,0,0.0,1,0
7176975,new/spacious 2 bedrooom 1.5 bath!,32933539,maria,manhattan,washington heights,40.83524,-73.943,entire home/apt,165,4,1,2016-06-29,0.03,1,0
7177958,convienent 1-bedroom near columbia,780952,maria,manhattan,morningside heights,40.80441,-73.96409,entire home/apt,120,2,7,2016-10-10,0.15,1,0
7178887,park slope brownstone-ish,15115649,malka,brooklyn,park slope,40.67267,-73.97871,private room,65,1,0,0,0.0,1,0
7179646,cozy room in the heart of brooklyn!,37563411,andrew and talia,brooklyn,crown heights,40.66898,-73.9514,private room,55,2,47,2017-03-16,0.98,3,0
7180015,"private room, cute&cozy apartment",37614545,linda,queens,astoria,40.75871,-73.91112,private room,85,1,0,0,0.0,1,0
7180335,comfortable bedroom,3508047,brian,brooklyn,bushwick,40.69765,-73.93334,private room,35,5,1,2019-01-01,0.16,3,0
7181422,cute 1br in williamsburg,4993337,stephanie,brooklyn,williamsburg,40.71044,-73.953,entire home/apt,110,1,2,2015-08-10,0.04,1,0
7193201,private rm in heart of east village,33739627,natasha,manhattan,east village,40.72896,-73.9843,private room,99,1,4,2015-10-24,0.08,1,0
7193370,king bedroom w/ private bath: bushwick l train,9484908,aj,queens,ridgewood,40.71005,-73.91956,private room,64,3,0,0,0.0,2,77
7194042,spacious williamsburg loft studio,7546816,emma,brooklyn,williamsburg,40.71781,-73.96251,entire home/apt,168,2,20,2018-11-11,0.41,1,0
7194138,nice carroll gardens 2br by f train,16782665,andrew,brooklyn,carroll gardens,40.6748,-74.00006,entire home/apt,200,2,28,2016-12-20,0.59,1,0
7194972,"charming, central park studio apt",22502429,doug,manhattan,upper west side,40.78363,-73.97485,entire home/apt,190,3,9,2015-10-28,0.19,1,0
7195202,sunny central wmsburg apartment,2902496,craig,brooklyn,williamsburg,40.7113,-73.94249,entire home/apt,99,1,2,2015-11-29,0.04,1,0
7197915,the heart of the lower east side!,37691482,andrew,manhattan,lower east side,40.72135,-73.98668,entire home/apt,180,2,8,2018-05-28,0.19,1,0
7198592,"lovely 2 bdrm. trains, parks, food!",140817,carly,manhattan,inwood,40.86717,-73.91943,entire home/apt,145,3,9,2018-12-30,0.23,1,0
7198878,sunny + comfy bedroom in greenpoint,30066276,rachel,brooklyn,greenpoint,40.72328,-73.94041,private room,55,1,1,2015-07-21,0.02,1,0
7199464,upper west side rm by central park!,21651082,brooks,manhattan,upper west side,40.78487,-73.97816,private room,68,6,1,2015-07-27,0.02,1,0
7201169,midtown apartment,37243004,barry,manhattan,midtown,40.75255,-73.98003,entire home/apt,167,1,0,0,0.0,1,0
7203943,waterfront in williamsburg,21381325,tara,brooklyn,williamsburg,40.70999,-73.9689,private room,100,1,0,0,0.0,1,0
7204547,huge 1bd! 5 min to mnhtn!,7065810,chiara,brooklyn,fort greene,40.68677,-73.97791,entire home/apt,150,2,0,0,0.0,1,0
7204721,charming cozy brooklyn 1br,37188272,rachel,brooklyn,crown heights,40.67357,-73.95268,entire home/apt,95,2,4,2016-07-25,0.11,1,0
7205212,sunny studio next to central park,35651880,ayesha,manhattan,upper west side,40.79874,-73.96034,entire home/apt,130,3,18,2017-09-30,0.39,1,0
7205456,enjoy a few days in greenpoint,16282382,natalie,brooklyn,greenpoint,40.7359,-73.95799,entire home/apt,130,2,3,2016-01-02,0.06,1,0
7205668,sunny room in gpoint/williamsburg,25712247,alyssa,brooklyn,greenpoint,40.72283,-73.95232,private room,140,1,0,0,0.0,1,0
7205861,putnam gardens -brooklyn brownstone,37731444,debbie,brooklyn,bedford-stuyvesant,40.68435,-73.93806,entire home/apt,125,3,17,2019-05-20,0.37,1,80
7206060,cozy + quiet private bedroom in prime bushwick!,37731938,brendan,brooklyn,bushwick,40.70093,-73.92375,private room,90,2,11,2019-06-26,0.24,1,89
7206401,wonderful inwood,17383399,catlin,manhattan,inwood,40.86755,-73.92336,entire home/apt,175,1,0,0,0.0,1,0
7206579,"sunny, spacious room- heart of williamsburg!",15491509,autumn,brooklyn,williamsburg,40.71544,-73.95433,private room,66,2,6,2018-01-25,0.13,1,0
7207594,perfect rental near prospect park!,22792227,kylie,brooklyn,crown heights,40.67031,-73.95859,private room,45,1,0,0,0.0,1,0
7215836,quaint&cozy 1br-gem in east village,12460557,joyce,manhattan,east village,40.72873,-73.98793,private room,90,8,3,2016-01-01,0.06,1,0
7216192,room in classic harlem brownstone,17464442,kirsti,manhattan,harlem,40.80492,-73.94486,private room,125,2,3,2016-07-25,0.08,1,0
7221239,lovely 1 bdrm boerum hill apt,6466155,katherine,brooklyn,boerum hill,40.68618,-73.98837,entire home/apt,124,2,1,2018-09-02,0.1,1,0
7221446,# sunny skylit sanctuary in the heart of bk! #,1903737,natalie,brooklyn,bedford-stuyvesant,40.69588,-73.93384,private room,29,3,30,2019-03-24,0.65,3,0
7221712,"williamsburg, brooklyn artist loft",92436,yasmin,brooklyn,williamsburg,40.70833,-73.9564,entire home/apt,86,7,1,2015-08-01,0.02,1,0
7222354,"sunny upper east side apt, balcony",18489745,fon,manhattan,upper east side,40.76446,-73.95603,private room,86,2,2,2016-03-13,0.04,1,0
7222833,2br/2ba luxury condo in w'burg,6403403,tony,brooklyn,williamsburg,40.71992,-73.95536,entire home/apt,299,2,18,2017-04-17,0.38,1,0
7224028,modest and cute room in bushwick brooklyn!,5998033,eddie,brooklyn,bushwick,40.68929,-73.90484,private room,36,2,3,2017-07-01,0.06,1,0
7226624,"brooklyn alcove, convenient locale!",6407741,graham,brooklyn,bedford-stuyvesant,40.69499,-73.9469,private room,39,1,0,0,0.0,1,0
7227435,brooklyn loft with huge livingroom,9166253,jonas,brooklyn,bedford-stuyvesant,40.68956,-73.9589,private room,60,3,0,0,0.0,2,0
7230002,large sunny room in williamsburg!,11107448,jessica,brooklyn,williamsburg,40.71965,-73.9428,private room,63,4,3,2018-05-27,0.08,2,0
